NCBI taxonomy ID,Domain,Phylum,Class,Order,Family,Genus,Species
181217,Viruses,undef,undef,undef,Phycodnaviridae,Coccolithovirus,Emiliania huxleyi virus 88
351708,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-CBM2
373997,Viruses,undef,undef,undef,Phycodnaviridae,Prasinovirus,Micromonas pusilla virus SP1 sensu lato
382262,Viruses,undef,undef,undef,undef,undef,Prochlorococcus phage P-GSP1
382273,Viruses,undef,undef,undef,undef,undef,Prochlorococcus phage P-SSP3
382275,Viruses,undef,undef,Caudovirales,Podoviridae,undef,Cyanophage 9515-10a
444859,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-SM1
444860,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-SM2
444861,Viruses,undef,undef,Caudovirales,undef,undef,Prochlorococcus phage Syn1
444862,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Prochlorococcus phage P-RSM4
444875,Viruses,undef,undef,Caudovirales,Podoviridae,undef,Cyanophage 9515-10a
444876,Viruses,undef,undef,Caudovirales,undef,undef,Cyanophage P-SSP2
444878,Viruses,undef,undef,Caudovirales,undef,undef,Prochlorococcus phage Syn33
445683,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-ShM2
445684,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage Syn19
445685,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-SSM5
445686,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-SSM7
445688,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Prochlorococcus phage P-SSM7
445692,Viruses,undef,undef,Caudovirales,Podoviridae,undef,Cyanophage NATL2A-133
445693,Viruses,undef,undef,Caudovirales,Podoviridae,undef,Cyanophage NATL1A-7
445696,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Prochlorococcus phage P-HM2
445700,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Prochlorococcus phage P-HM1
461711,Viruses,undef,undef,Caudovirales,Podoviridae,undef,Synechococcus phage S-CBP42
536444,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Cyanophage P-RSM1
536446,Viruses,undef,undef,Caudovirales,Myoviridae,T4likevirus,Prochlorococcus phage P-SSM4
536453,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Prochlorococcus phage P-SSM3
536454,Viruses,undef,undef,Caudovirales,Myoviridae,T4likevirus,Prochlorococcus phage P-SSM2
536464,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-ShM2
536472,Viruses,undef,undef,Caudovirales,Myoviridae,T4likevirus,Synechococcus phage syn9
536473,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage Syn19
536474,Viruses,undef,undef,undef,undef,undef,Cyanophage Syn30
573171,Viruses,undef,undef,undef,undef,undef,Vibrio phage douglas 12A4
573172,Viruses,undef,undef,undef,undef,undef,Vibrio phage eugene 12A10
573173,Viruses,undef,undef,undef,undef,undef,Vibrio phage helene 12B3
573174,Viruses,undef,undef,undef,undef,undef,Vibrio phage henriette 12B8
573175,Viruses,undef,undef,undef,undef,undef,Vibrio phage martha 12B12
573176,Viruses,undef,undef,undef,undef,undef,Vibrio phage jenny 12G5
616670,Viruses,undef,undef,undef,undef,undef,Cyanophage 8018-8
616674,Viruses,undef,undef,Caudovirales,undef,undef,Cyanophage SS120-1
682650,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-SSM7
687800,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-RIM2
754037,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-CAM1
754038,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-CAM8
754039,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-IOM18
754040,Viruses,undef,undef,Caudovirales,Podoviridae,undef,Synechococcus phage S-RIP2
754041,Viruses,undef,undef,Caudovirales,Podoviridae,undef,Synechococcus phage S-RIP1
754042,Viruses,undef,undef,Caudovirales,Siphoviridae,undef,Synechococcus phage S-SKS1
754043,Viruses,undef,undef,undef,undef,undef,Sulfitobacter phage pCB2047-C
754044,Viruses,undef,undef,undef,undef,undef,Loktanella phage pCB2051-A
754045,Viruses,undef,undef,undef,undef,undef,Sulfitobacter phage pCB2047-A
754046,Viruses,undef,undef,undef,undef,undef,Sulfitobacter phage pCB2047-B
754047,Viruses,undef,undef,undef,undef,undef,Rhodobacter phage RcNL1
754048,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Psychrobacter phage pOW20-A
754049,Viruses,undef,undef,undef,undef,undef,Vibrio phage pYD21-A
754050,Viruses,undef,undef,undef,undef,undef,Vibrio phage pYD38-A
754051,Viruses,undef,undef,undef,undef,undef,Vibrio phage pYD38-A
754052,Viruses,undef,undef,Caudovirales,Podoviridae,N4likevirus,Pseudoalteromonas phage pYD6-A
754053,Viruses,undef,undef,Caudovirales,Siphoviridae,undef,Paenibacillus phage PG1
754054,Viruses,undef,undef,undef,undef,undef,Rhizobium phage RR1
754055,Viruses,undef,undef,Caudovirales,Siphoviridae,undef,Rhodobacter phage RC1
754056,Viruses,undef,undef,undef,undef,undef,Rhodovulum phage RS1
754057,Viruses,undef,undef,undef,undef,undef,Vibrio phage VD1
754058,Viruses,undef,undef,undef,undef,undef,Vibrio phage PWH3a-P1
754059,Viruses,undef,undef,Caudovirales,Podoviridae,undef,Synechococcus phage S-CBP4
754060,Viruses,undef,undef,undef,undef,undef,Silicibacter phage DSS3-P1
754062,Viruses,undef,undef,undef,undef,undef,Ostreococcus lucimarinus virus OlV3
754063,Viruses,undef,undef,undef,undef,undef,Ostreococcus lucimarinus virus OlV4
754064,Viruses,undef,undef,undef,undef,undef,Ostreococcus lucimarinus virus OlV5
754065,Viruses,undef,undef,undef,undef,undef,Ostreococcus lucimarinus virus OlV6
754066,Viruses,undef,undef,undef,undef,undef,Halorubrum phage CGphi46
754067,Viruses,undef,undef,undef,undef,undef,Salicola phage CGphi29
754068,Viruses,undef,undef,undef,undef,undef,Emiliania huxleyi virus PS401
754069,Viruses,undef,undef,undef,undef,undef,Dunaliella viridis virus SI2
754070,Viruses,undef,undef,undef,undef,undef,Tetraselmis viridis virus S20
754071,Viruses,undef,undef,undef,undef,undef,Tetraselmis viridis virus SI1
754072,Viruses,undef,undef,Caudovirales,Podoviridae,N4likevirus,Vibrio phage VBP32
754073,Viruses,undef,undef,Caudovirales,Podoviridae,N4likevirus,Vibrio phage VBP47
754074,Viruses,undef,undef,undef,undef,undef,Vibrio phage VBM1
754075,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Vibrio phage 11895-B1
754076,Viruses,undef,undef,undef,undef,undef,Vibrio phage VBpm10
755272,Viruses,undef,undef,undef,undef,undef,Micromonas pusilla virus 12T
755273,Viruses,undef,undef,undef,undef,undef,Phaeocystis globosa virus 12T
755274,Viruses,undef,undef,undef,undef,undef,Phaeocystis globosa virus 14T
756275,Viruses,undef,undef,Caudovirales,Siphoviridae,undef,Synechococcus phage S-CBS4
756276,Viruses,undef,undef,undef,undef,undef,Synechococcus phage S-CBP3
756277,Viruses,undef,undef,undef,undef,undef,Synechococcus phage S-CBP2
756278,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage S-RIM8
756279,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Cellulophaga phage phiSM
756280,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Cellulophaga phage phiSM
756281,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Cellulophaga phage phiSM
756282,Viruses,undef,undef,Caudovirales,Siphoviridae,undef,Cellulophaga phage phiST
756283,Viruses,undef,undef,undef,undef,undef,Prochlorococcus phage P-RSP2
756284,Viruses,undef,undef,undef,undef,undef,Tetraselmis viridis virus N1
756285,Viruses,undef,undef,undef,undef,undef,Tetraselmis viridis virus S1
765765,Viruses,undef,undef,Caudovirales,Siphoviridae,undef,Colwellia phage 9A
889949,Viruses,undef,undef,undef,undef,undef,Methylophilales phage HIM624-A
889950,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Synechococcus phage KBS-M-1A
889951,Viruses,undef,undef,undef,undef,undef,Cyanophage KBS-P-1A
889952,Viruses,undef,undef,undef,undef,undef,Cyanophage KBS-S-1A
889953,Viruses,undef,undef,undef,undef,undef,Cyanophage KBS-S-2A
889954,Viruses,undef,undef,undef,undef,undef,Cyanophage MED4-117
889955,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Prochlorococcus phage MED4-184
889956,Viruses,undef,undef,Caudovirales,Myoviridae,undef,Prochlorococcus phage MED4-213
889957,Viruses,undef,undef,undef,undef,undef,Cyanophage P-SS1
889958,Viruses,undef,undef,undef,undef,undef,Cyanophage P-RSP3
889959,Viruses,undef,undef,undef,undef,undef,Halorubrum phage GNf2
